,crop,azl,lbg,twi,nfk,area_iacs,SMI_magnitude,lst,ndvi,year,lstndvi,lstndvi_anom,SPEI_magnitude
894,winter_wheat,47.46,1.0,12.15,198.0,32.72,0.0,294.27,0.85,2013,345.14,-0.11,-1.3
895,winter_wheat,34.55,3.0,11.14,116.56,11.01,0.0,295.9,0.77,2013,382.52,-0.01,-1.3
896,winter_wheat,39.53,2.0,9.41,198.0,60.16,0.0,294.86,0.79,2013,371.07,-0.04,-1.3
897,winter_wheat,24.69,4.0,10.26,198.0,19.02,0.0,296.96,0.81,2013,366.87,-0.05,-1.03
898,winter_wheat,45.96,1.0,11.37,198.0,25.45,0.0,297.47,0.88,2013,339.65,-0.12,-0.93
899,winter_wheat,43.21,2.0,9.45,198.0,28.79,0.0,296.03,0.83,2013,355.02,-0.08,-1.3
900,winter_wheat,32.94,3.0,11.22,198.0,41.6,0.0,298.19,0.82,2013,364.97,-0.05,-0.94
901,winter_wheat,46.12,1.0,10.58,196.55,66.03,0.0,296.45,0.87,2013,342.7,-0.11,-0.93
902,winter_barley,47.99,1.0,10.56,198.0,57.33,0.0,295.34,0.9,2013,329.46,-0.24,-1.3
903,winter_barley,50.81,1.0,10.0,150.51,52.57,0.0,296.43,0.73,2013,404.44,-0.06,-1.3
904,winter_barley,26.87,4.0,9.94,114.19,1.57,0.0,298.03,0.89,2013,336.36,-0.22,-0.91
905,winter_barley,38.84,2.0,10.62,198.0,9.97,0.0,299.79,0.75,2013,400.44,-0.07,-0.93
906,winter_barley,21.62,5.0,10.89,115.15,7.42,0.0,299.13,0.69,2013,435.1,0.01,-1.03
907,potatoes,36.66,2.0,9.77,198.0,19.96,0.0,301.53,0.25,2013,1230.45,0.63,-1.06
908,rye,22.66,5.0,12.94,182.52,21.87,0.0,304.65,0.55,2013,557.51,0.21,-0.75
909,peas,22.03,5.0,10.69,122.05,58.81,0.0,301.21,0.46,2013,654.84,0.26,-1.02
910,rye,33.53,3.0,11.49,,5.5,0.0,301.07,0.76,2013,396.94,-0.14,-1.11
911,rye,33.32,3.0,10.52,153.22,22.34,0.0,297.86,0.72,2013,412.14,-0.1,-1.05
912,rye,31.18,3.0,9.06,149.88,29.45,0.0,295.95,0.85,2013,348.44,-0.24,-0.67
913,rye,31.39,3.0,8.59,152.93,35.95,0.0,296.54,0.8,2013,368.4,-0.2,-0.63
914,rye,28.41,3.0,11.1,132.07,0.93,0.0,297.59,0.77,2013,386.18,-0.16,-0.79
915,rye,24.38,4.0,10.76,161.03,18.4,0.0,299.22,0.68,2013,439.4,-0.05,-0.61
916,rye,23.79,4.0,8.95,153.22,8.12,0.0,299.94,0.66,2013,453.08,-0.02,-0.62
917,rye,24.63,4.0,8.78,89.77,5.78,0.0,304.42,0.51,2013,594.96,0.29,-0.63
918,rye,26.3,4.0,9.73,,0.51,0.0,298.38,0.73,2013,409.36,-0.11,-0.63
919,rye,42.04,2.0,11.48,132.07,28.16,0.0,305.21,0.25,2013,1207.74,1.62,-0.6
920,rye,46.53,1.0,14.94,146.37,10.81,0.0,297.35,0.8,2013,370.31,-0.2,-0.69
921,rye,22.24,5.0,9.62,187.99,0.51,0.0,,0.8,2013,,,-1.11
922,rye,34.0,3.0,14.83,117.02,0.51,0.0,301.0,0.8,2013,374.38,-0.19,-0.86
923,rye,46.64,1.0,8.18,99.17,7.54,0.0,296.01,0.78,2013,378.26,-0.18,-0.71
924,rye,46.03,1.0,9.5,132.07,11.78,0.0,297.85,0.72,2013,412.3,-0.1,-0.71
925,rye,25.82,4.0,9.92,,5.75,0.0,299.35,0.67,2013,443.99,-0.04,-0.73
926,rye,38.26,2.0,9.35,132.07,38.5,0.0,295.07,0.86,2013,344.83,-0.25,-0.65
927,rye,35.88,2.0,8.95,153.19,1.43,0.0,,0.84,2013,,,-0.59
928,rye,36.78,2.0,13.54,99.64,8.02,0.0,300.89,0.73,2013,413.49,-0.1,-0.64
929,rye,26.22,4.0,12.01,104.48,0.98,0.0,301.42,0.62,2013,488.11,0.06,-0.63
930,rye,38.62,2.0,9.03,219.78,11.25,0.0,298.94,0.68,2013,436.48,-0.05,-0.59
931,triticale,18.76,5.0,11.33,149.61,7.34,0.0,301.4,0.64,2013,473.04,0.09,-1.05
932,triticale,40.17,2.0,9.21,132.07,0.48,0.0,299.0,0.67,2013,444.04,0.02,-0.6
933,winter_canola,42.23,2.0,10.96,132.07,0.2,0.0,297.0,0.77,2013,383.97,-0.05,-0.78
934,winter_canola,37.11,2.0,9.81,153.22,9.48,0.0,296.74,0.76,2013,390.76,-0.03,-1.05
935,winter_canola,41.01,2.0,8.91,,23.33,0.0,296.2,0.79,2013,373.72,-0.07,0.0
936,winter_canola,,,13.79,152.73,0.52,0.0,,0.74,2013,,,-0.64
937,winter_canola,46.56,1.0,17.64,99.17,1.92,0.0,297.67,0.78,2013,379.97,-0.06,-0.75
938,winter_canola,30.46,3.0,10.43,174.07,60.09,0.0,296.46,0.77,2013,382.77,-0.05,-0.81
939,winter_canola,46.46,1.0,12.83,132.07,18.84,0.0,296.53,0.77,2013,382.86,-0.05,-0.77
940,winter_canola,39.66,2.0,10.98,153.22,2.33,0.0,297.16,0.8,2013,370.52,-0.08,-0.64
941,winter_canola,42.47,2.0,9.63,203.24,32.85,0.0,296.27,0.8,2013,369.97,-0.08,-0.64
942,winter_canola,44.65,2.0,9.24,162.3,2.81,0.0,296.73,0.82,2013,362.76,-0.1,-0.62
943,winter_canola,27.9,4.0,8.19,153.22,31.84,0.0,295.72,0.73,2013,405.5,0.0,-0.63
944,winter_canola,33.86,3.0,9.27,162.09,3.28,0.0,298.33,0.78,2013,380.67,-0.06,-0.69
945,winter_canola,42.82,2.0,9.27,141.42,12.95,0.0,295.3,0.77,2013,381.87,-0.05,-0.66
946,winter_canola,42.05,2.0,9.08,99.17,2.01,0.0,298.3,0.53,2013,566.96,0.41,-0.7
947,winter_canola,45.4,1.0,11.96,132.07,38.78,0.0,295.23,0.75,2013,391.63,-0.03,-1.11
948,winter_canola,43.28,2.0,11.7,132.07,60.28,0.0,295.49,0.78,2013,378.33,-0.06,-0.69
949,winter_canola,47.43,1.0,10.0,132.07,29.26,0.0,295.59,0.72,2013,408.39,0.01,-0.69
950,grain_maize,34.5,3.0,10.11,153.22,3.35,0.0,301.81,0.35,2013,873.24,0.06,-0.59
951,winter_wheat,52.97,1.0,11.9,148.7,39.71,0.0,296.15,0.81,2013,364.61,-0.05,-0.8
952,winter_wheat,49.67,1.0,10.68,132.07,2.73,0.0,298.61,0.76,2013,394.92,0.02,-0.59
953,winter_wheat,50.83,1.0,9.0,132.07,0.77,0.0,297.73,0.8,2013,371.24,-0.04,-0.59
954,winter_wheat,47.19,1.0,9.44,153.22,14.33,0.0,297.51,0.79,2013,375.71,-0.03,-1.05
955,winter_wheat,45.16,1.0,8.35,132.07,8.05,0.0,295.36,0.79,2013,375.18,-0.03,-0.71
956,winter_wheat,44.01,2.0,10.67,207.32,33.33,0.0,297.06,0.84,2013,352.28,-0.09,-0.77
957,winter_wheat,33.7,3.0,9.34,193.71,58.86,0.0,295.42,0.88,2013,337.28,-0.13,-0.62
958,winter_wheat,48.73,1.0,10.34,150.39,5.22,0.0,296.8,0.7,2013,421.78,0.09,-0.69
959,winter_wheat,41.08,2.0,10.66,99.17,4.96,0.0,295.7,0.85,2013,346.0,-0.1,-0.71
960,winter_wheat,49.88,1.0,10.58,143.48,42.66,0.0,295.7,0.82,2013,361.94,-0.06,-0.7
961,winter_wheat,41.79,2.0,13.65,132.07,52.82,0.0,295.94,0.85,2013,348.42,-0.1,-0.86
962,winter_wheat,21.49,5.0,8.51,132.48,3.76,0.0,299.0,0.68,2013,442.03,0.15,-0.71
963,winter_wheat,41.78,2.0,11.36,132.07,138.94,0.0,296.87,0.84,2013,352.1,-0.09,-0.69
964,winter_wheat,65.5,1.0,11.55,180.44,3.11,0.0,300.77,0.77,2013,388.76,0.01,-0.77
965,winter_wheat,31.21,3.0,12.94,164.98,9.4,0.0,,0.8,2013,,,-1.11
966,winter_wheat,37.35,2.0,8.28,153.21,49.76,0.0,296.85,0.84,2013,353.41,-0.08,-0.91
967,winter_wheat,43.64,2.0,10.54,132.07,0.84,0.0,297.29,0.8,2013,373.14,-0.03,-1.11
968,winter_wheat,38.01,2.0,10.25,153.22,43.49,0.0,,0.9,2013,,,-0.69
969,winter_wheat,30.06,3.0,9.81,153.21,19.79,0.0,296.86,0.82,2013,359.92,-0.07,-0.63
970,winter_wheat,31.49,3.0,10.48,132.07,11.48,0.0,298.07,0.74,2013,404.84,0.05,-0.78
971,winter_wheat,34.16,3.0,8.73,200.54,33.26,0.0,296.74,0.87,2013,342.02,-0.11,-0.64
972,winter_wheat,43.17,2.0,8.84,132.07,24.27,0.0,294.77,0.88,2013,336.41,-0.13,-0.71
973,winter_wheat,42.61,2.0,9.18,132.01,8.81,0.0,296.15,0.85,2013,349.32,-0.09,-0.69
974,winter_wheat,39.09,2.0,10.6,153.22,9.72,0.0,299.74,0.75,2013,399.76,0.04,-0.63
975,winter_wheat,49.02,1.0,10.69,,1.14,0.0,298.13,0.8,2013,371.37,-0.04,-0.71
976,winter_wheat,60.86,1.0,10.45,129.77,0.7,0.0,299.62,0.74,2013,402.46,0.04,-0.59
977,winter_wheat,46.49,1.0,16.8,153.22,0.89,0.0,,0.87,2013,,,-0.64
978,winter_wheat,44.26,2.0,11.8,132.07,8.42,0.0,296.22,0.89,2013,333.14,-0.14,-0.77
979,winter_wheat,45.27,1.0,9.19,132.07,22.84,0.0,297.02,0.76,2013,390.04,0.01,-0.8
980,winter_wheat,40.56,2.0,11.67,166.97,41.55,0.0,296.71,0.77,2013,386.75,0.0,-0.8
981,winter_wheat,42.39,2.0,12.38,132.07,35.62,0.0,297.14,0.63,2013,470.08,0.22,0.0
982,winter_wheat,42.94,2.0,9.75,211.64,90.91,0.0,296.23,0.84,2013,351.14,-0.09,-0.65
983,winter_wheat,41.64,2.0,12.62,153.22,19.55,0.0,296.73,0.81,2013,368.07,-0.05,-1.04
984,winter_wheat,34.86,3.0,10.53,152.44,19.57,0.0,297.05,0.76,2013,388.53,0.01,-0.84
985,winter_wheat,38.54,2.0,9.45,132.07,15.27,0.0,295.87,0.82,2013,359.23,-0.07,-0.8
986,winter_wheat,45.3,1.0,9.63,99.64,14.61,0.0,298.3,0.74,2013,403.15,0.04,-1.04
987,winter_wheat,44.04,2.0,9.61,219.14,27.17,0.0,295.41,0.87,2013,340.37,-0.12,-0.67
988,winter_barley,46.65,1.0,9.3,132.07,13.38,0.0,295.72,0.85,2013,349.55,-0.19,-1.11
989,winter_barley,42.41,2.0,13.22,132.07,7.03,0.0,296.86,0.85,2013,350.22,-0.19,-0.64
990,winter_barley,62.92,1.0,8.82,205.0,6.03,0.0,296.78,0.84,2013,354.5,-0.18,-0.59
991,winter_barley,21.51,5.0,7.09,219.78,0.36,0.0,298.0,0.8,2013,371.49,-0.14,-0.69
992,winter_barley,49.62,1.0,12.69,168.87,30.1,0.0,295.33,0.88,2013,337.46,-0.22,-0.65
993,oat,41.84,2.0,10.99,110.7,2.15,0.0,298.0,0.53,2013,565.41,0.12,-1.04
994,oat,22.81,5.0,8.28,152.22,1.08,0.0,297.16,0.71,2013,417.05,-0.17,-1.24
995,oat,42.22,2.0,9.96,132.07,15.63,0.0,300.47,0.6,2013,500.85,0.0,-0.63
996,triticale,17.0,5.0,8.86,,1.38,0.0,303.24,0.51,2013,589.69,0.35,-0.65
997,peas,36.44,2.0,11.14,119.61,15.88,0.0,302.71,0.43,2013,696.27,0.34,-0.66
998,peas,44.05,2.0,10.08,132.07,5.24,0.0,300.61,0.34,2013,874.16,0.68,-0.62
999,sugarbeet,48.79,1.0,9.34,132.07,19.99,0.0,299.3,0.2,2013,1472.47,0.89,-0.69
1000,winter_wheat,40.39,2.0,9.16,217.34,9.98,0.0,299.38,0.77,2014,387.04,0.0,-1.67
1001,winter_wheat,29.48,3.0,11.94,152.35,19.77,0.0,295.88,0.77,2014,384.47,0.0,-1.67
1002,triticale,33.38,3.0,17.47,186.05,7.87,0.0,298.41,0.77,2014,386.62,-0.11,-1.64
1003,grain_maize,20.81,5.0,13.24,167.32,7.66,0.0,301.92,0.26,2014,1146.48,0.39,-1.65
1004,rye,38.39,2.0,12.56,136.62,9.03,0.0,,,2014,,,-1.69
1005,rye,25.49,4.0,14.28,122.76,9.57,0.0,,,2014,,,-1.33
1006,rye,36.09,2.0,14.14,122.76,7.84,0.0,,,2014,,,-1.33
1007,rye,20.49,5.0,13.17,117.62,10.29,0.0,,,2014,,,-1.33
1008,triticale,32.17,3.0,12.63,122.76,0.33,0.0,,,2014,,,-1.33
1009,triticale,31.23,3.0,14.38,122.76,0.51,0.0,,,2014,,,-1.33
1010,oat,28.19,3.0,16.28,113.1,8.31,0.0,,,2014,,,-1.17
1011,oat,30.98,3.0,12.81,99.64,22.78,0.0,,,2014,,,-1.33
1012,oat,44.38,2.0,13.29,120.58,2.98,0.0,291.0,0.59,2014,492.39,-0.02,-1.33
1013,sunflower,32.48,3.0,8.82,121.87,7.66,0.0,,,2014,,,-1.4
1014,winter_wheat,38.58,2.0,9.18,152.96,0.66,0.0,300.67,0.86,2014,351.08,-0.09,-1.56
1015,winter_barley,46.11,1.0,9.13,116.15,15.98,0.0,292.96,0.43,2014,685.55,0.59,-2.22
1016,triticale,35.6,2.0,8.81,111.12,18.94,0.0,293.0,0.67,2014,436.66,0.0,-1.51
1017,triticale,27.68,4.0,10.04,133.63,33.27,0.0,294.72,0.71,2014,412.71,-0.05,-2.22
1018,oat,37.59,2.0,7.48,152.18,3.52,0.0,292.84,0.77,2014,381.3,-0.24,-1.56
1019,oat,27.8,4.0,8.3,153.22,0.22,0.0,298.5,0.75,2014,395.63,-0.21,-1.56
1020,oat,25.68,4.0,13.5,153.06,4.95,0.0,296.32,0.82,2014,363.09,-0.28,-1.56
1021,triticale,38.27,2.0,11.43,153.22,5.28,0.0,296.26,0.62,2014,477.7,0.1,-2.22
1022,rye,26.25,4.0,11.42,107.73,10.29,0.0,299.54,0.55,2014,541.77,0.18,-2.18
1023,rye,25.67,4.0,8.82,124.6,4.98,0.0,,,2014,,,-1.98
1024,winter_wheat,52.33,1.0,10.83,116.56,0.85,0.0,296.31,0.72,2014,410.19,0.06,-1.98
1025,winter_wheat,43.55,2.0,12.02,,2.53,0.0,288.63,0.75,2014,385.72,0.0,-1.98
1026,rye,42.96,2.0,9.34,146.52,2.6,2.0,294.87,0.69,2014,426.19,-0.07,-2.48
1027,rye,33.54,3.0,10.28,115.44,41.87,0.75,300.43,0.76,2014,396.38,-0.14,-1.29
1028,rye,35.37,2.0,10.85,115.8,12.18,0.45,298.11,0.83,2014,357.97,-0.22,-1.18
1029,rye,39.94,2.0,9.57,122.76,6.91,2.74,292.8,0.7,2014,417.86,-0.09,-2.42
1030,rye,35.9,2.0,7.98,121.88,2.23,2.74,288.93,0.69,2014,417.98,-0.09,-2.42
1031,rye,20.81,5.0,8.92,152.64,5.16,2.0,292.39,0.65,2014,448.3,-0.03,-2.48
1032,rye,24.78,4.0,10.93,115.42,22.67,0.02,299.46,0.85,2014,354.27,-0.23,-1.57
1033,rye,28.59,3.0,9.27,115.15,0.52,1.14,295.0,0.64,2014,464.57,0.01,-2.44
1034,winter_canola,34.66,3.0,,114.35,15.0,0.0,297.87,0.84,2014,353.84,-0.12,-1.83
1035,winter_wheat,35.97,2.0,10.47,153.22,0.76,3.96,296.0,0.89,2014,332.58,-0.14,-1.55
1036,winter_wheat,30.83,3.0,25.2,116.56,0.31,0.75,302.4,0.81,2014,371.59,-0.04,-1.29
1037,winter_wheat,42.73,2.0,12.29,162.61,2.33,0.44,292.93,0.7,2014,416.29,0.08,-2.4
1038,winter_wheat,42.13,2.0,9.42,150.98,14.64,4.91,289.47,0.72,2014,399.64,0.04,-2.42
1039,winter_wheat,34.36,3.0,11.05,132.07,3.66,0.28,296.61,0.79,2014,377.11,-0.02,-2.13
1040,winter_wheat,45.17,1.0,10.73,146.04,19.52,2.99,292.89,0.84,2014,349.34,-0.09,-2.44
1041,winter_wheat,,,10.51,112.34,2.76,0.0,301.86,0.83,2014,362.74,-0.06,-1.4
1042,winter_wheat,37.42,2.0,8.6,122.76,0.79,1.06,294.33,0.75,2014,393.37,0.02,-1.55
1043,winter_barley,31.51,3.0,10.22,116.56,0.56,1.33,294.67,0.65,2014,455.12,0.05,-1.01
1044,winter_barley,33.11,3.0,11.73,116.56,14.54,1.18,296.99,0.87,2014,339.99,-0.21,-1.01
1045,winter_barley,35.06,2.0,11.65,115.22,26.39,0.29,297.16,0.9,2014,329.21,-0.24,-1.29
1046,winter_barley,38.32,2.0,10.2,111.17,37.35,0.05,300.39,0.85,2014,352.81,-0.18,-1.76
1047,winter_barley,42.58,2.0,10.07,144.58,2.43,0.38,295.59,0.7,2014,419.58,-0.03,-2.23
1048,winter_barley,31.83,3.0,11.42,156.07,35.91,0.12,297.91,0.87,2014,344.08,-0.2,-1.29
1049,triticale,24.71,4.0,9.44,153.22,0.76,5.1,296.73,0.56,2014,528.87,0.21,-2.17
1050,triticale,25.84,4.0,11.53,116.56,8.83,1.18,299.95,0.78,2014,385.01,-0.12,-1.01
1051,triticale,40.99,2.0,9.61,143.76,1.72,0.22,297.12,0.52,2014,571.52,0.31,-2.17
1052,triticale,20.8,5.0,16.4,153.13,1.7,3.96,,,2014,,,-1.55
1053,triticale,38.35,2.0,9.84,116.56,1.65,0.37,291.06,0.73,2014,396.51,-0.09,-1.01
1054,potatoes,30.81,3.0,16.42,116.56,0.3,1.18,304.0,0.47,2014,653.06,-0.13,-1.01
1055,potatoes,15.03,5.0,9.44,113.03,0.85,1.18,293.67,0.64,2014,455.96,-0.39,-2.13
1056,oat,23.64,4.0,9.3,122.22,1.69,0.0,302.35,0.72,2014,419.45,-0.17,-1.91
1057,oat,35.94,2.0,8.18,122.76,18.6,1.06,,0.79,2014,,,-1.55
1058,oat,41.18,2.0,10.72,153.14,25.74,2.12,294.63,0.79,2014,374.69,-0.25,-2.12
1059,lupines,32.02,3.0,12.82,116.56,4.59,0.0,303.65,0.63,2014,485.64,-0.1,-1.95
1060,sunflower,34.97,3.0,10.4,108.91,32.79,0.36,293.62,0.71,2014,411.37,-0.43,-2.17
1061,grain_maize,19.9,5.0,14.83,112.95,2.7,0.0,303.62,0.47,2014,649.84,-0.21,-1.51
1062,grain_maize,28.68,3.0,14.37,116.56,27.45,0.0,307.42,0.42,2014,732.87,-0.11,-1.51
1063,triticale,42.18,2.0,7.73,122.76,0.64,1.06,295.42,0.78,2014,379.27,-0.13,-1.55
1064,rye,29.41,3.0,11.04,150.94,16.11,0.0,296.46,0.62,2014,476.72,0.04,-1.25
1065,rye,26.31,4.0,10.89,87.09,0.85,0.0,298.0,0.75,2014,398.15,-0.14,-2.74
1066,rye,28.23,3.0,9.77,99.64,12.99,0.0,292.2,0.72,2014,408.28,-0.11,-1.94
1067,rye,20.97,5.0,10.77,219.78,29.72,0.0,297.69,0.55,2014,537.87,0.17,-1.9
1068,rye,26.03,4.0,13.62,198.0,55.53,0.0,299.4,0.5,2014,600.48,0.3,-1.39
1069,rye,23.48,4.0,14.05,99.64,6.97,0.0,297.0,0.68,2014,438.05,-0.05,-2.76
1070,rye,21.23,5.0,17.06,122.76,6.48,0.0,294.61,0.67,2014,440.02,-0.04,-1.9
1071,rye,25.15,4.0,10.12,112.15,33.34,0.0,295.12,0.68,2014,435.09,-0.06,-1.48
1072,rye,24.86,4.0,11.34,120.07,5.5,0.0,292.92,0.73,2014,402.18,-0.13,-1.33
1073,rye,29.19,3.0,11.55,150.48,29.61,0.0,293.54,0.73,2014,401.99,-0.13,-1.26
1074,rye,17.36,5.0,12.17,93.72,6.31,0.0,,,2014,,,-2.3
1075,rye,19.59,5.0,9.42,198.0,8.95,0.0,293.4,0.61,2014,483.42,0.05,-1.37
1076,rye,29.06,3.0,9.9,151.55,20.89,0.0,295.15,0.72,2014,411.69,-0.11,-1.29
1077,rye,37.98,2.0,12.71,99.64,31.28,0.0,290.33,0.67,2014,430.33,-0.07,-1.87
1078,rye,32.52,3.0,8.75,116.56,5.68,0.39,300.85,0.75,2014,400.23,-0.13,-2.73
1079,rye,22.81,5.0,11.19,162.16,6.6,0.0,291.7,0.52,2014,561.57,0.22,-1.97
1080,rye,24.12,4.0,14.43,103.86,2.91,0.0,300.71,0.71,2014,422.15,-0.08,-2.35
1081,rye,33.77,3.0,10.98,184.37,32.96,0.0,296.77,0.71,2014,419.83,-0.09,-1.78
1082,rye,34.11,3.0,15.57,115.15,11.16,0.0,284.0,0.64,2014,440.45,-0.04,-2.66
1083,rye,20.06,5.0,13.53,118.08,20.63,0.0,293.96,0.57,2014,518.81,0.13,-2.66
1084,rye,31.56,3.0,9.4,110.93,51.63,0.0,294.94,0.81,2014,366.08,-0.2,-1.33
1085,rye,21.5,5.0,17.76,121.96,5.08,0.0,291.68,0.54,2014,535.58,0.16,-2.0
1086,rye,21.02,5.0,14.88,114.9,18.29,0.0,299.05,0.6,2014,495.12,0.08,-1.39
1087,rye,31.85,3.0,16.7,214.8,13.63,0.0,295.75,0.8,2014,369.3,-0.2,-1.9
1088,rye,,,8.37,113.04,0.59,0.0,299.83,0.59,2014,510.64,0.11,-1.39
1089,rye,24.36,4.0,11.56,110.35,2.85,0.0,294.28,0.66,2014,443.71,-0.04,-2.29
1090,rye,25.98,4.0,10.9,141.92,1.75,0.0,,,2014,,,-1.32
1091,rye,26.44,4.0,12.75,140.39,42.47,0.0,298.37,0.74,2014,403.52,-0.12,-2.37
1092,rye,17.29,5.0,9.94,115.73,9.74,0.0,293.36,0.66,2014,442.01,-0.04,-1.33
1093,rye,29.47,3.0,12.39,100.7,31.88,0.0,298.6,0.75,2014,399.95,-0.13,-1.82
1094,rye,32.31,3.0,13.28,148.91,4.08,0.0,294.46,0.74,2014,399.34,-0.13,-2.35
1095,rye,25.91,4.0,11.25,151.32,43.5,0.0,297.41,0.66,2014,451.19,-0.02,-2.41
1096,rye,18.87,5.0,10.96,114.17,5.02,0.0,292.69,0.71,2014,409.84,-0.11,-2.26
1097,rye,22.74,5.0,13.13,103.43,0.79,0.0,,,2014,,,-2.3
1098,rye,,,11.55,113.94,0.98,0.0,292.86,0.87,2014,337.3,-0.27,-2.35
1099,winter_wheat,33.07,3.0,17.39,86.68,11.86,0.0,290.0,0.71,2014,407.73,0.06,-1.94
1100,winter_wheat,29.69,3.0,9.81,111.7,3.0,0.0,301.62,0.79,2014,383.13,-0.01,-2.73
1101,winter_wheat,28.64,3.0,13.58,219.78,0.24,0.0,294.0,0.68,2014,430.45,0.12,-1.28
1102,winter_wheat,35.88,2.0,16.5,115.15,6.4,0.0,288.85,0.8,2014,361.7,-0.06,-1.33
1103,winter_wheat,38.97,2.0,14.94,87.41,1.55,0.0,296.21,0.83,2014,356.29,-0.08,-2.74
1104,winter_barley,28.78,3.0,13.5,116.56,19.9,0.35,297.87,0.8,2014,373.14,-0.14,-2.73
1105,winter_barley,29.64,3.0,11.11,100.34,22.19,0.0,293.76,0.82,2014,356.61,-0.17,-2.26
1106,winter_barley,31.8,3.0,16.32,99.64,22.34,0.0,291.91,0.83,2014,351.36,-0.19,-1.94
1107,winter_barley,40.48,2.0,11.12,151.55,3.68,0.0,,,2014,,,-1.29
1108,winter_barley,33.69,3.0,11.1,151.24,1.77,0.0,294.94,0.65,2014,453.32,0.05,-1.21
1109,winter_barley,33.16,3.0,14.55,108.2,1.83,0.0,295.48,0.88,2014,336.61,-0.22,-1.94
1110,triticale,24.68,4.0,13.38,163.01,10.7,0.0,299.21,0.72,2014,415.34,-0.05,-1.82
1111,triticale,27.98,4.0,10.4,151.55,12.65,0.0,299.02,0.7,2014,425.02,-0.02,-2.38
1112,triticale,32.94,3.0,9.11,116.56,6.92,0.0,295.33,0.7,2014,419.58,-0.04,-2.26
1113,triticale,22.81,5.0,8.82,108.05,2.7,0.0,294.88,0.62,2014,479.32,0.1,-1.39
1114,potatoes,52.0,1.0,12.23,,0.1,0.0,295.0,0.67,2014,439.64,-0.42,-1.78
1115,potatoes,,,12.7,151.55,0.27,0.0,294.8,0.25,2014,1186.8,0.57,-2.41
1116,potatoes,38.95,2.0,15.17,143.39,0.41,0.0,302.4,0.49,2014,614.13,-0.19,-2.35
1117,oat,24.28,4.0,13.62,116.46,0.97,0.0,292.28,0.56,2014,526.57,0.05,-2.0
1118,oat,22.08,5.0,12.77,151.55,8.97,0.0,301.58,0.76,2014,396.79,-0.21,-2.41
1119,oat,28.29,3.0,11.51,116.56,5.21,0.0,294.86,0.86,2014,342.01,-0.32,-2.26
1120,lupines,25.52,4.0,12.36,111.11,4.89,0.0,300.44,0.73,2014,411.71,-0.24,-2.66
1121,lupines,18.49,5.0,11.81,111.45,1.15,0.0,294.89,0.52,2014,569.34,0.05,-2.66
1122,rye,14.37,5.0,13.57,103.26,2.7,0.0,298.9,0.61,2014,493.95,0.07,-1.28
1123,rye,23.73,4.0,10.43,106.19,13.93,0.0,294.29,0.7,2014,422.97,-0.08,-2.0
1124,sunflower,17.34,5.0,11.38,161.27,1.39,0.0,295.62,0.57,2014,517.78,-0.28,-2.0
1125,sunflower,36.72,2.0,12.64,149.58,1.86,0.0,296.03,0.39,2014,759.47,0.05,-2.35
1126,sunflower,38.34,2.0,13.63,99.64,21.96,0.0,304.09,0.77,2014,397.24,-0.45,-1.82
1127,sunflower,43.56,2.0,13.28,151.54,14.24,0.0,296.23,0.69,2014,428.14,-0.41,-1.29
1128,rye,39.27,2.0,28.23,198.32,0.89,0.0,304.0,0.69,2014,438.8,-0.05,-2.14
1129,rye,,,9.74,,57.78,0.0,297.39,0.76,2014,392.7,-0.15,-2.84
1130,rye,27.41,4.0,8.68,116.51,3.92,0.0,300.35,0.66,2014,454.74,-0.01,-1.85
1131,rye,32.81,3.0,11.86,103.16,51.88,0.0,297.45,0.79,2014,378.44,-0.18,-1.21
1132,rye,26.54,4.0,13.21,99.64,16.65,0.0,301.12,0.56,2014,535.07,0.16,-2.14
1133,rye,21.4,5.0,16.24,121.03,0.65,0.0,307.82,0.58,2014,526.35,0.14,-1.38
1134,rye,26.0,4.0,9.04,179.17,0.78,0.0,306.57,0.65,2014,471.03,0.02,-1.23
1135,rye,21.08,5.0,12.06,135.88,9.59,0.0,306.3,0.57,2014,539.67,0.17,-1.23
1136,rye,18.32,5.0,10.41,107.7,19.81,0.0,299.91,0.64,2014,472.26,0.03,-3.43
1137,rye,29.91,3.0,15.58,133.65,6.75,0.0,304.48,0.68,2014,446.67,-0.03,-2.14
1138,rye,48.0,1.0,10.41,121.82,10.55,0.0,,,2014,,,-1.29
1139,rye,26.7,4.0,12.28,123.16,25.48,0.0,303.5,0.67,2014,451.98,-0.02,-2.96
1140,rye,22.31,5.0,12.67,95.26,3.29,0.0,311.85,0.57,2014,549.1,0.19,-1.83
1141,rye,26.51,4.0,12.44,99.64,6.32,0.0,300.56,0.68,2014,443.16,-0.04,-1.36
1142,rye,27.26,4.0,13.14,148.88,1.0,0.0,302.88,0.7,2014,432.07,-0.06,-1.36
1143,rye,26.95,4.0,18.6,216.05,3.09,0.0,306.61,0.58,2014,529.72,0.15,-2.17
1144,rye,26.92,4.0,10.97,106.25,9.68,0.0,305.15,0.65,2014,467.04,0.01,-2.58
1145,rye,27.08,4.0,11.29,99.64,3.79,0.0,298.72,0.76,2014,394.82,-0.14,-2.38
1146,rye,27.67,4.0,10.45,111.92,6.71,0.0,301.53,0.73,2014,415.88,-0.1,-2.18
1147,rye,27.3,4.0,11.63,99.64,34.94,0.0,298.08,0.74,2014,403.72,-0.12,-1.21
