,crop,azl,lbg,twi,nfk,area_iacs,SMI_magnitude,lst,ndvi,year,lstndvi,lstndvi_anom,SPEI_magnitude
9443,rye,18.04,5.0,17.13,108.22,2.16,19.36,297.48,0.67,2022,442.39,-0.04,-3.64
9444,rye,16.35,5.0,8.8,115.15,8.14,20.77,306.53,0.45,2022,679.38,0.48,-3.74
9445,rye,28.37,3.0,12.91,110.6,9.15,20.75,297.62,0.8,2022,372.87,-0.19,-3.84
9446,rye,39.12,2.0,9.8,116.56,8.96,23.49,299.28,0.76,2022,395.0,-0.14,-4.29
9447,rye,24.13,4.0,13.27,115.15,23.83,21.82,307.58,0.5,2022,621.13,0.35,-4.93
9448,rye,22.59,5.0,9.66,153.0,74.01,11.21,301.01,0.4,2022,752.1,0.63,-4.42
9449,rye,45.91,1.0,8.97,116.56,5.8,24.25,301.05,0.67,2022,449.64,-0.02,-4.29
9450,rye,21.37,5.0,9.49,115.65,5.12,26.44,308.87,0.5,2022,614.38,0.33,-3.9
9451,rye,26.08,4.0,9.51,108.07,6.17,16.44,299.85,0.74,2022,407.89,-0.11,-3.73
9452,rye,27.62,4.0,8.53,116.56,6.66,16.29,302.46,0.44,2022,690.66,0.5,-3.72
9453,rye,17.53,5.0,9.79,116.56,3.09,10.61,306.09,0.41,2022,751.23,0.63,-4.07
9454,rye,18.34,5.0,11.27,153.22,4.08,11.43,301.47,0.49,2022,620.42,0.35,-4.07
9455,rye,52.2,1.0,15.14,162.61,5.42,24.14,305.57,0.67,2022,457.79,-0.01,-4.06
9456,rye,35.94,2.0,10.11,116.56,5.3,24.14,304.72,0.59,2022,513.54,0.12,-4.06
9457,rye,25.36,4.0,13.68,152.63,12.96,10.18,300.44,0.59,2022,505.7,0.1,-4.08
9458,rye,15.43,5.0,9.13,108.75,64.98,23.21,304.85,0.54,2022,565.7,0.23,-4.7
9459,winter_wheat,34.94,3.0,9.15,153.09,3.45,14.78,297.29,0.68,2022,437.9,0.14,-4.44
9460,winter_wheat,20.63,5.0,8.44,153.22,2.08,16.14,300.66,0.54,2022,556.1,0.44,-4.33
9461,winter_wheat,43.78,2.0,10.97,116.56,14.66,15.89,297.95,0.87,2022,341.65,-0.11,-3.72
9462,winter_wheat,42.06,2.0,10.7,116.56,19.66,14.1,303.52,0.53,2022,568.69,0.47,-3.94
9463,winter_wheat,32.75,3.0,10.18,115.93,68.74,16.64,299.14,0.72,2022,415.98,0.08,-3.74
9464,winter_wheat,38.96,2.0,8.93,115.69,57.52,22.98,299.59,0.8,2022,376.83,-0.02,-4.29
9465,winter_canola,28.96,3.0,9.6,116.56,20.79,21.95,298.61,0.69,2022,431.5,0.07,-3.74
9466,winter_canola,35.34,2.0,12.23,116.56,49.49,15.1,299.2,0.73,2022,407.69,0.01,-3.72
9467,winter_canola,33.66,3.0,13.31,116.56,9.4,14.41,303.17,0.56,2022,539.25,0.34,-3.72
9468,winter_canola,46.0,1.0,11.42,,0.24,19.73,303.33,0.68,2022,444.44,0.1,-3.89
9469,winter_canola,30.43,3.0,11.5,153.22,2.68,16.73,293.9,0.72,2022,409.58,0.02,-4.44
9470,winter_canola,34.16,3.0,11.15,115.99,79.81,27.43,296.11,0.65,2022,457.96,0.13,-4.8
9471,oat,17.73,5.0,8.39,110.72,1.86,23.31,304.77,0.67,2022,453.69,-0.1,-4.7
9472,oat,23.71,4.0,11.05,110.83,9.19,10.5,308.29,0.5,2022,615.49,0.22,-3.97
9473,oat,21.78,5.0,11.53,152.81,1.24,16.38,295.71,0.78,2022,379.05,-0.25,-3.73
9474,oat,,,14.84,84.3,1.19,13.8,307.59,0.42,2022,724.21,0.44,-4.08
9475,triticale,37.11,2.0,11.41,116.56,14.62,16.98,301.65,0.59,2022,508.08,0.17,-4.49
9476,triticale,27.21,4.0,13.21,116.56,1.3,18.18,299.68,0.74,2022,406.2,-0.07,-3.76
9477,triticale,25.72,4.0,9.06,120.02,13.34,10.77,306.09,0.62,2022,496.7,0.14,-3.85
9478,triticale,22.1,5.0,11.3,115.61,0.94,18.63,304.89,0.49,2022,621.63,0.43,-4.59
9479,triticale,34.59,3.0,12.61,116.56,5.27,15.09,301.83,0.8,2022,376.76,-0.14,-3.72
9480,triticale,37.27,2.0,10.77,115.35,0.36,24.25,302.43,0.73,2022,412.35,-0.05,-4.29
9481,triticale,27.42,4.0,12.07,162.59,24.53,24.14,305.15,0.6,2022,510.92,0.17,-4.06
9482,sunflower,23.55,4.0,14.88,115.15,9.04,13.24,309.3,0.3,2022,1033.91,0.43,-3.73
9483,sunflower,43.73,2.0,8.93,116.56,32.4,12.13,304.0,0.44,2022,696.23,-0.04,-4.41
9484,sunflower,34.7,3.0,8.47,96.54,0.16,22.98,303.67,0.32,2022,949.95,0.32,-4.38
9485,sunflower,18.21,5.0,8.12,153.09,4.82,16.97,302.77,0.6,2022,506.14,-0.3,-4.59
9486,grain_maize,37.17,2.0,9.99,116.56,1.06,16.98,302.47,0.5,2022,609.37,-0.26,-4.49
9487,peas,35.25,2.0,13.13,116.56,0.87,12.83,304.71,0.4,2022,755.65,0.46,-3.72
9488,peas,25.51,4.0,12.48,116.49,2.51,10.5,306.39,0.53,2022,575.41,0.11,-4.07
9489,winter_barley,29.31,3.0,12.53,116.56,12.22,3.29,299.09,0.61,2022,487.65,0.13,-3.9
9490,winter_barley,22.66,5.0,9.82,116.56,12.37,6.68,306.1,0.49,2022,621.97,0.44,-4.35
9491,winter_barley,31.87,3.0,10.21,116.56,23.41,6.38,301.0,0.62,2022,485.84,0.12,-4.49
9492,winter_barley,23.61,4.0,9.52,108.65,33.8,7.85,308.76,0.42,2022,732.36,0.7,-4.35
9493,winter_barley,33.42,3.0,14.83,106.8,25.22,7.28,302.25,0.6,2022,506.88,0.17,-4.44
9494,winter_barley,40.65,2.0,10.62,105.78,8.45,3.92,298.1,0.71,2022,419.12,-0.03,-4.31
9495,winter_barley,38.81,2.0,11.16,127.29,25.64,5.4,301.13,0.63,2022,475.22,0.1,-4.21
9496,winter_barley,37.34,2.0,9.92,116.56,15.67,6.39,302.04,0.66,2022,455.17,0.05,-4.34
9497,winter_barley,30.22,3.0,11.59,104.47,18.56,8.97,302.39,0.57,2022,531.52,0.23,-4.46
9498,winter_barley,27.73,4.0,10.3,,1.04,15.22,304.8,0.55,2022,555.6,0.29,-4.43
9499,winter_barley,34.85,3.0,16.27,116.56,11.95,4.42,295.76,0.64,2022,459.07,0.06,-4.4
9500,rye,27.0,4.0,9.79,119.53,26.57,5.15,301.57,0.67,2022,453.44,-0.02,-4.73
9501,rye,25.18,4.0,10.02,119.86,16.06,10.32,304.9,0.6,2022,508.55,0.1,-4.5
9502,rye,28.19,3.0,11.71,99.64,3.8,7.46,304.44,0.69,2022,441.03,-0.04,-4.66
9503,rye,19.66,5.0,10.59,141.49,5.09,4.92,310.76,0.44,2022,703.53,0.53,-4.56
9504,rye,17.57,5.0,7.53,152.63,3.61,13.49,302.87,0.6,2022,505.31,0.1,-4.46
9505,rye,24.15,4.0,9.42,114.47,8.15,5.68,304.1,0.6,2022,510.79,0.11,-5.07
9506,rye,24.24,4.0,11.48,94.51,15.66,7.32,300.87,0.69,2022,437.03,-0.05,-4.54
9507,rye,25.26,4.0,11.83,116.56,48.52,5.7,302.45,0.67,2022,452.76,-0.02,-4.73
9508,rye,25.96,4.0,10.23,110.9,32.57,9.98,308.81,0.44,2022,701.38,0.52,-4.71
9509,rye,25.64,4.0,11.6,115.15,40.58,13.15,306.95,0.54,2022,573.71,0.25,-4.12
9510,rye,19.95,5.0,13.64,170.54,10.49,16.79,306.64,0.57,2022,537.3,0.17,-4.65
9511,rye,37.11,2.0,10.57,132.51,20.46,4.42,303.79,0.56,2022,542.59,0.18,-4.41
9512,rye,29.54,3.0,14.4,105.99,2.07,7.28,301.69,0.73,2022,412.4,-0.1,-4.44
9513,rye,34.1,3.0,13.7,87.72,1.64,6.0,304.68,0.67,2022,456.96,-0.01,-4.36
9514,rye,23.18,4.0,20.51,65.29,6.51,6.24,304.97,0.59,2022,514.51,0.12,-4.36
9515,rye,29.57,3.0,18.26,99.1,9.67,21.18,304.56,0.69,2022,439.38,-0.05,-4.65
9516,rye,26.92,4.0,11.93,115.04,23.28,18.16,304.81,0.5,2022,613.8,0.33,-4.43
9517,rye,37.2,2.0,10.48,142.98,15.52,16.09,300.45,0.67,2022,445.44,-0.03,-4.69
9518,rye,26.22,4.0,13.52,116.85,2.37,13.71,299.02,0.72,2022,416.2,-0.1,-4.42
9519,rye,37.76,2.0,9.04,99.64,13.56,7.85,302.6,0.58,2022,523.87,0.14,-4.35
9520,rye,16.58,5.0,11.69,107.04,34.57,7.67,313.18,0.38,2022,823.51,0.79,-4.37
9521,rye,45.25,1.0,12.13,116.56,25.18,6.39,299.64,0.68,2022,443.49,-0.04,-4.4
9522,rye,20.22,5.0,11.27,95.39,11.39,10.14,308.74,0.46,2022,676.57,0.47,-4.6
9523,rye,20.16,5.0,9.09,100.36,7.19,18.73,303.21,0.63,2022,481.61,0.05,-5.36
9524,rye,34.37,3.0,14.73,114.38,12.21,12.39,305.46,0.7,2022,438.72,-0.05,-4.54
9525,rye,22.36,5.0,10.49,89.21,22.34,8.82,301.48,0.6,2022,502.98,0.09,-4.35
9526,winter_wheat,39.0,2.0,13.51,116.56,0.48,5.29,298.33,0.72,2022,413.46,0.07,-4.54
9527,winter_wheat,41.22,2.0,10.59,112.71,13.08,6.71,302.71,0.59,2022,515.86,0.34,-4.34
9528,winter_wheat,34.06,3.0,10.72,99.64,32.65,10.49,300.66,0.78,2022,383.33,-0.01,-4.44
9529,winter_wheat,48.55,1.0,12.07,151.01,15.1,8.61,301.51,0.74,2022,406.78,0.05,-4.66
9530,winter_wheat,35.73,2.0,10.28,116.43,50.32,8.09,300.73,0.77,2022,389.17,0.01,-4.03
9531,winter_wheat,38.52,2.0,10.32,116.56,2.88,4.42,300.63,0.7,2022,428.83,0.11,-4.4
9532,winter_canola,25.08,4.0,13.5,99.64,48.93,17.42,301.38,0.57,2022,525.48,0.3,-4.43
9533,winter_canola,24.92,4.0,9.97,204.72,16.71,6.53,301.0,0.68,2022,441.12,0.09,-4.73
9534,winter_canola,27.18,4.0,13.92,111.37,62.6,15.08,298.56,0.72,2022,413.02,0.02,-4.49
9535,winter_canola,27.83,4.0,11.91,116.56,8.74,2.89,297.01,0.69,2022,431.4,0.07,-3.9
9536,winter_canola,33.32,3.0,9.9,112.16,22.24,8.72,299.03,0.69,2022,435.98,0.08,-4.46
9537,winter_canola,32.11,3.0,9.31,122.63,51.31,21.78,300.95,0.63,2022,479.29,0.19,-5.36
9538,oat,35.92,2.0,,182.02,6.89,7.4,302.34,0.8,2022,379.96,-0.24,-5.07
9539,oat,36.81,2.0,10.29,147.1,27.2,6.71,302.31,0.68,2022,446.01,-0.11,-4.4
9540,oat,15.37,5.0,13.19,109.03,0.72,12.48,307.38,0.49,2022,625.25,0.24,-4.46
9541,oat,29.21,3.0,11.84,204.37,20.44,17.3,307.48,0.59,2022,519.88,0.03,-4.43
9542,oat,33.68,3.0,10.67,116.56,21.41,5.05,303.91,0.64,2022,474.07,-0.06,-4.4
9543,sunflower,35.45,2.0,8.88,116.56,10.0,5.05,308.65,0.31,2022,1000.23,0.39,-4.4
9544,sunflower,21.96,5.0,11.41,126.52,20.73,6.3,310.8,0.42,2022,732.29,0.01,-3.9
9545,sunflower,25.43,4.0,13.72,104.08,15.65,10.55,304.63,0.45,2022,676.26,-0.06,-4.08
9546,rye,25.34,4.0,8.4,115.15,7.63,12.05,310.65,0.47,2022,655.88,0.42,-4.8
9547,rye,42.87,2.0,12.08,108.52,7.15,6.39,306.15,0.51,2022,598.26,0.3,-4.4
9548,lupines,34.32,3.0,12.61,116.56,4.51,5.05,302.78,0.6,2022,505.86,-0.07,-4.4
9549,grain_maize,35.23,2.0,10.58,115.34,2.1,2.5,305.0,0.46,2022,659.53,-0.2,-3.9
9550,grain_maize,34.69,3.0,9.68,115.4,19.29,3.36,304.35,0.47,2022,652.94,-0.21,-4.21
9551,grain_maize,23.89,4.0,9.08,153.15,24.23,16.24,308.64,0.37,2022,838.63,0.02,-5.35
9552,grain_maize,21.92,5.0,9.06,153.06,7.34,11.23,309.85,0.32,2022,967.25,0.17,-4.79
9553,grain_maize,21.78,5.0,12.78,99.52,19.46,6.98,317.64,0.31,2022,1035.45,0.25,-4.36
9554,potatoes,31.44,3.0,12.37,116.56,0.17,5.05,302.0,0.68,2022,441.09,-0.41,-4.4
9555,potatoes,21.12,5.0,11.29,152.94,0.33,9.4,313.2,0.4,2022,785.75,0.04,-4.84
9556,peas,38.54,2.0,12.12,116.56,30.66,3.83,304.45,0.38,2022,792.06,0.53,-4.21
9557,potatoes,36.08,2.0,11.31,134.83,10.48,4.39,308.15,0.51,2022,599.02,-0.21,-4.73
9558,potatoes,33.34,3.0,10.35,126.4,27.25,5.32,306.33,0.43,2022,713.15,-0.05,-4.02
9559,potatoes,35.07,2.0,11.83,114.79,51.91,10.29,306.41,0.47,2022,650.71,-0.14,-4.42
9560,triticale,20.83,5.0,10.34,189.86,5.34,4.92,312.68,0.5,2022,624.19,0.43,-4.56
9561,winter_barley,34.12,3.0,7.67,198.0,7.99,21.75,299.2,0.59,2022,505.27,0.17,-4.87
9562,winter_barley,34.05,3.0,10.65,99.64,3.76,27.57,306.37,0.47,2022,650.43,0.51,-4.52
9563,winter_barley,46.29,1.0,8.93,116.56,0.86,17.62,296.29,0.68,2022,435.99,0.01,-4.87
9564,winter_barley,29.79,3.0,12.84,112.64,17.35,28.3,306.48,0.45,2022,675.43,0.56,-4.71
9565,winter_barley,38.99,2.0,11.22,117.76,30.57,26.49,301.25,0.58,2022,522.84,0.21,-4.71
9566,winter_barley,47.37,1.0,11.38,116.56,13.19,27.81,301.73,0.59,2022,513.1,0.19,-4.71
9567,winter_barley,48.57,1.0,9.71,198.0,13.14,21.2,300.25,0.82,2022,364.16,-0.16,-4.7
9568,winter_barley,29.97,3.0,8.67,153.22,6.7,22.89,302.92,0.59,2022,509.47,0.18,-4.8
9569,winter_barley,28.98,3.0,9.66,107.87,10.87,28.55,305.08,0.4,2022,764.51,0.77,-4.49
9570,winter_barley,39.74,2.0,13.86,116.56,18.77,25.45,300.22,0.78,2022,383.88,-0.11,-4.9
9571,winter_barley,42.53,2.0,11.97,118.81,2.34,25.69,302.71,0.6,2022,503.45,0.17,-4.82
9572,winter_barley,33.28,3.0,11.55,116.56,9.71,28.93,301.88,0.61,2022,496.35,0.15,-4.7
9573,winter_barley,20.45,5.0,9.84,89.44,6.7,29.02,304.44,0.47,2022,648.82,0.5,-4.69
9574,winter_barley,41.85,2.0,9.88,159.3,22.53,24.44,303.06,0.45,2022,668.25,0.55,-4.8
9575,winter_barley,31.32,3.0,16.26,99.51,16.38,27.5,305.86,0.5,2022,612.44,0.42,-4.85
9576,winter_barley,29.05,3.0,11.05,201.46,26.76,28.18,304.32,0.49,2022,616.9,0.43,-3.85
9577,winter_barley,28.82,3.0,9.5,196.43,48.98,27.88,305.6,0.44,2022,701.0,0.62,-3.85
9578,winter_barley,33.4,3.0,10.35,141.6,5.54,27.07,305.27,0.57,2022,534.39,0.24,-4.52
9579,winter_barley,38.03,2.0,11.28,198.0,21.57,14.18,302.79,0.54,2022,561.59,0.3,-4.7
9580,winter_barley,28.72,3.0,14.04,112.98,8.66,27.79,309.01,0.39,2022,787.41,0.82,-4.48
9581,winter_barley,30.48,3.0,11.45,122.76,23.49,27.81,307.61,0.43,2022,713.07,0.65,-4.71
9582,rye,33.64,3.0,10.86,102.35,4.55,29.38,304.3,0.52,2022,582.05,0.26,-3.93
9583,rye,37.12,2.0,11.13,116.56,6.36,25.9,309.02,0.46,2022,665.71,0.45,-4.67
9584,rye,25.88,4.0,9.99,134.91,2.82,27.63,309.15,0.42,2022,728.76,0.58,-4.71
9585,rye,25.06,4.0,9.29,116.56,4.0,15.93,303.29,0.57,2022,529.64,0.15,-4.82
9586,rye,24.14,4.0,11.83,140.84,4.74,29.49,309.88,0.44,2022,709.62,0.54,-4.78
9587,rye,35.28,2.0,8.34,106.07,5.09,28.53,307.12,0.49,2022,632.77,0.37,-4.67
9588,rye,29.21,3.0,13.61,120.58,0.56,23.88,310.73,0.45,2022,694.01,0.51,-4.67
9589,rye,25.11,4.0,9.28,219.78,2.05,28.09,307.06,0.6,2022,514.0,0.12,-4.64
9590,rye,27.0,4.0,8.19,153.06,17.28,24.96,301.49,0.61,2022,494.05,0.07,-4.8
9591,rye,19.2,5.0,12.55,98.75,3.58,22.65,309.56,0.45,2022,685.56,0.49,-4.78
9592,rye,25.96,4.0,9.3,133.69,13.69,29.52,304.12,0.59,2022,516.3,0.12,-4.45
9593,rye,22.61,5.0,10.38,153.22,10.69,28.56,305.7,0.54,2022,561.86,0.22,-4.67
9594,rye,30.04,3.0,15.01,105.96,6.38,29.38,302.38,0.5,2022,599.51,0.3,-3.93
9595,rye,26.03,4.0,13.64,99.64,13.28,28.2,307.97,0.51,2022,598.22,0.3,-3.91
9596,rye,35.3,2.0,10.78,116.56,0.89,28.53,299.24,0.62,2022,480.54,0.04,-4.67
9597,rye,33.81,3.0,10.87,215.02,4.42,28.53,305.13,0.6,2022,507.9,0.1,-4.77
9598,rye,27.99,4.0,8.47,99.17,8.29,26.24,305.95,0.58,2022,528.79,0.15,-4.58
9599,rye,42.28,2.0,8.6,116.56,2.34,18.39,296.09,0.75,2022,392.71,-0.15,-4.87
9600,rye,49.09,1.0,8.71,116.47,8.41,18.73,296.73,0.74,2022,403.69,-0.12,-4.87
9601,rye,25.16,4.0,17.69,150.23,6.46,26.99,306.71,0.39,2022,780.03,0.69,-4.52
9602,rye,24.4,4.0,9.81,153.22,25.5,29.09,307.49,0.44,2022,694.53,0.51,-4.45
9603,rye,,,9.28,114.43,0.84,29.52,303.57,0.64,2022,473.41,0.03,-4.45
9604,rye,17.29,5.0,11.54,100.09,3.69,27.21,302.27,0.56,2022,535.21,0.16,-4.85
9605,rye,25.97,4.0,11.32,108.95,32.22,26.93,306.42,0.52,2022,592.13,0.29,-4.68
9606,rye,26.51,4.0,11.38,121.43,24.31,24.31,305.31,0.55,2022,551.34,0.2,-4.82
9607,rye,30.35,3.0,9.92,,5.05,28.93,301.95,0.55,2022,551.24,0.2,-4.77
9608,rye,12.43,5.0,8.74,116.56,0.06,25.9,308.0,0.45,2022,687.5,0.49,-4.67
9609,rye,29.1,3.0,13.64,101.65,7.34,29.01,306.11,0.42,2022,723.46,0.57,-4.52
9610,rye,21.54,5.0,9.07,120.05,20.25,27.58,307.23,0.46,2022,671.97,0.46,-3.89
9611,rye,26.85,4.0,10.53,117.77,10.67,24.31,305.48,0.47,2022,647.87,0.41,-4.82
9612,rye,26.39,4.0,12.1,116.56,2.22,25.9,314.25,0.36,2022,864.03,0.88,-4.67
9613,rye,33.4,3.0,9.58,153.02,19.55,24.07,298.96,0.7,2022,425.7,-0.08,-4.8
9614,rye,22.56,5.0,10.25,81.09,12.66,27.08,308.23,0.46,2022,676.23,0.47,-4.7
9615,rye,32.17,3.0,11.4,114.61,25.67,27.43,306.43,0.48,2022,638.8,0.39,-4.0
9616,rye,23.0,5.0,11.74,99.64,2.87,27.8,305.39,0.57,2022,533.88,0.16,-4.81
9617,rye,26.65,4.0,11.63,99.64,5.15,28.56,302.89,0.66,2022,457.66,-0.01,-4.7
9618,rye,39.26,2.0,,116.56,11.48,21.87,303.67,0.65,2022,464.67,0.01,-4.71
9619,rye,33.03,3.0,14.38,112.68,11.78,25.28,299.87,0.71,2022,420.34,-0.09,-4.82
9620,rye,27.54,4.0,13.42,116.56,4.91,15.82,305.07,0.62,2022,493.93,0.07,-4.74
9621,rye,27.92,4.0,9.51,116.41,5.02,20.0,303.32,0.47,2022,644.78,0.4,-4.74
9622,rye,30.51,3.0,15.38,106.4,23.5,27.61,301.67,0.67,2022,452.24,-0.02,-4.72
9623,rye,27.79,4.0,15.02,101.06,2.09,23.88,302.32,0.72,2022,418.83,-0.09,-4.67
9624,winter_wheat,35.08,2.0,14.45,109.51,0.82,27.4,308.0,0.6,2022,515.25,0.34,-4.0
9625,winter_wheat,47.89,1.0,10.19,116.56,20.52,19.54,296.5,0.72,2022,412.33,0.07,-4.78
9626,winter_wheat,,,13.2,99.64,1.86,29.17,308.94,0.51,2022,603.54,0.56,-3.91
9627,winter_wheat,45.74,1.0,9.43,198.0,0.91,16.67,299.53,0.77,2022,387.81,0.01,-4.87
9628,winter_wheat,44.84,2.0,14.15,147.45,5.93,28.53,303.61,0.75,2022,407.47,0.06,-4.67
9629,winter_wheat,31.82,3.0,14.77,99.64,12.71,26.65,303.34,0.71,2022,429.0,0.11,-4.81
9630,winter_wheat,30.48,3.0,10.77,100.9,12.35,28.81,302.63,0.47,2022,646.56,0.68,-4.65
9631,winter_wheat,59.02,1.0,10.71,134.12,5.61,20.52,297.79,0.74,2022,403.61,0.05,-4.87
9632,winter_wheat,,,13.58,104.96,5.94,29.35,300.78,0.78,2022,383.45,-0.01,-4.0
9633,winter_wheat,47.57,1.0,8.91,161.33,1.3,24.63,302.33,0.59,2022,515.72,0.34,-4.8
9634,winter_wheat,29.97,3.0,9.33,,0.68,28.73,303.31,0.56,2022,544.54,0.41,-4.77
9635,winter_wheat,49.88,1.0,8.91,198.0,20.15,16.67,299.8,0.73,2022,409.01,0.06,-4.76
9636,winter_wheat,39.82,2.0,15.89,99.64,6.13,29.17,302.92,0.77,2022,394.72,0.02,-3.91
9637,winter_wheat,55.91,1.0,10.09,198.0,36.6,22.78,298.4,0.77,2022,385.29,0.0,-4.7
9638,winter_canola,15.28,5.0,9.2,116.56,3.71,23.86,304.06,0.59,2022,512.04,0.27,-4.77
9639,winter_canola,26.56,4.0,11.57,120.4,5.37,24.31,303.57,0.56,2022,542.82,0.35,-4.82
9640,winter_canola,34.96,3.0,10.19,93.32,17.54,16.76,301.07,0.67,2022,452.07,0.12,-4.81
9641,winter_canola,47.85,1.0,11.57,197.1,57.55,25.69,299.23,0.64,2022,470.64,0.17,-4.81
9642,oat,31.01,3.0,17.52,115.15,4.3,29.55,300.47,0.61,2022,491.14,-0.02,-4.68
9643,oat,40.3,2.0,12.51,,0.68,28.93,301.27,0.65,2022,464.73,-0.08,-4.77
9644,oat,27.99,4.0,13.1,115.03,0.61,28.7,304.08,0.49,2022,617.43,0.23,-4.77
9645,oat,22.53,5.0,13.97,99.64,3.65,29.3,306.81,0.38,2022,799.5,0.59,-4.78
9646,oat,38.77,2.0,14.93,169.85,1.54,25.97,308.32,0.53,2022,583.9,0.16,-4.64
9647,oat,15.74,5.0,11.7,123.69,1.57,29.05,305.37,0.48,2022,633.19,0.26,-4.55
9648,oat,23.48,4.0,8.39,115.42,5.03,24.31,306.1,0.56,2022,549.05,0.09,-4.82
9649,triticale,37.28,2.0,11.12,116.56,8.04,26.19,304.77,0.56,2022,540.74,0.24,-4.68
9650,triticale,24.73,4.0,13.56,107.09,7.53,27.67,311.8,0.35,2022,884.97,1.03,-4.62
9651,triticale,26.34,4.0,8.26,102.64,6.77,21.75,300.82,0.62,2022,482.71,0.11,-4.81
9652,triticale,25.22,4.0,8.57,112.32,5.93,21.28,300.49,0.57,2022,522.9,0.2,-4.81
9653,triticale,36.51,2.0,11.37,,1.77,25.9,307.38,0.49,2022,622.89,0.43,-4.67
9654,triticale,29.57,3.0,12.81,99.64,1.47,26.85,302.35,0.59,2022,509.17,0.17,-4.52
9655,sunflower,23.31,4.0,15.0,191.23,4.34,25.06,308.02,0.43,2022,721.35,0.0,-4.77
9656,sunflower,0.62,5.0,11.93,116.56,12.59,23.06,305.66,0.45,2022,679.77,-0.06,-4.73
9657,sunflower,45.35,1.0,10.05,153.22,34.55,24.07,301.41,0.68,2022,441.22,-0.39,-4.8
9658,sunflower,37.59,2.0,13.13,209.85,7.8,28.38,311.08,0.51,2022,614.0,-0.15,-4.55
9659,sunflower,42.45,2.0,12.2,116.39,1.79,26.24,302.9,0.49,2022,616.42,-0.15,-4.58
9660,sunflower,26.32,4.0,8.9,113.75,3.26,23.86,309.13,0.37,2022,843.51,0.17,-4.77
9661,sunflower,20.87,5.0,13.76,146.52,4.01,28.44,308.9,0.38,2022,802.37,0.11,-3.85
9662,sunflower,18.1,5.0,8.51,153.09,5.19,21.5,306.63,0.59,2022,517.07,-0.28,-4.82
9663,rye,40.13,2.0,7.96,152.66,0.48,24.07,299.78,0.61,2022,490.63,0.07,-4.8
9664,lupines,29.79,3.0,13.3,99.64,17.06,28.42,310.05,0.53,2022,589.24,0.09,-4.58
9665,grain_maize,28.12,3.0,8.99,161.47,6.43,28.32,308.94,0.36,2022,855.28,0.04,-4.57
9666,grain_maize,47.72,1.0,13.42,99.0,4.88,22.65,309.4,0.44,2022,698.78,-0.15,-4.81
9667,grain_maize,40.8,2.0,14.89,219.78,3.21,28.38,310.66,0.4,2022,778.91,-0.06,-4.52
9668,grain_maize,32.09,3.0,9.64,149.39,18.49,28.53,307.42,0.3,2022,1035.11,0.25,-4.57
9669,grain_maize,29.74,3.0,16.63,149.53,8.06,26.75,310.07,0.47,2022,653.71,-0.21,-4.65
9670,grain_maize,29.82,3.0,10.37,116.56,49.72,22.65,307.87,0.42,2022,739.79,-0.1,-4.74
9671,grain_maize,34.8,3.0,9.42,116.56,7.86,22.65,308.42,0.44,2022,702.33,-0.15,-4.74
9672,potatoes,,,11.37,,0.01,29.27,306.5,0.6,2022,514.05,-0.32,-4.49
9673,potatoes,34.53,3.0,14.76,104.46,0.32,28.2,301.8,0.71,2022,423.16,-0.44,-4.13
9674,peas,34.41,3.0,10.67,116.56,11.42,15.93,303.24,0.55,2022,553.22,0.07,-4.74
9675,potatoes,36.36,2.0,13.05,116.27,2.4,28.93,307.98,0.39,2022,794.42,0.05,-4.68
9676,winter_barley,22.15,5.0,10.57,115.15,1.96,19.83,303.82,0.6,2022,508.39,0.18,-4.97
9677,winter_barley,41.82,2.0,11.76,109.5,4.03,9.49,300.58,0.67,2022,449.81,0.04,-4.89
9678,winter_barley,49.11,1.0,9.75,116.56,6.84,13.73,301.66,0.65,2022,463.66,0.07,-5.1
9679,winter_barley,30.96,3.0,9.45,87.72,10.53,14.1,303.65,0.55,2022,551.49,0.28,-5.32
9680,winter_barley,31.21,3.0,10.43,84.36,34.72,17.04,303.57,0.59,2022,511.76,0.18,-5.23
9681,winter_barley,25.95,4.0,8.12,116.56,2.71,17.55,307.35,0.51,2022,608.12,0.41,-5.2
9682,winter_barley,33.47,3.0,11.3,116.56,11.27,8.91,300.42,0.72,2022,418.7,-0.03,-4.89
9683,rye,24.03,4.0,9.53,116.56,32.78,14.74,307.0,0.55,2022,561.45,0.22,-4.52
9684,rye,30.19,3.0,11.99,124.95,25.87,10.58,306.09,0.53,2022,574.22,0.25,-4.5
9685,rye,36.57,2.0,10.32,116.56,0.83,10.89,300.8,0.78,2022,386.14,-0.16,-5.46
9686,rye,29.4,3.0,12.52,88.18,33.39,25.47,303.7,0.67,2022,454.33,-0.01,-4.87
9687,rye,23.87,4.0,11.74,112.73,14.92,13.61,304.87,0.56,2022,540.64,0.17,-5.17
9688,rye,21.29,5.0,9.45,116.56,9.68,12.78,305.08,0.62,2022,495.42,0.08,-4.5
9689,rye,45.21,1.0,10.11,115.3,4.65,21.71,299.29,0.76,2022,392.82,-0.15,-5.17
9690,rye,32.24,3.0,12.27,101.8,19.56,22.96,311.63,0.46,2022,671.17,0.46,-4.73
9691,rye,35.74,2.0,10.01,116.77,22.71,14.17,303.94,0.62,2022,490.34,0.06,-5.32
9692,rye,23.84,4.0,10.22,153.1,9.46,15.73,303.69,0.6,2022,504.11,0.09,-4.78
